主索节点1,X坐标（米）,Y坐标（米）,Z坐标（米）,主索节点1,X坐标（米）,Y坐标（米）,Z坐标（米）,主索节点3,X坐标（米）,Y坐标（米）,Z坐标（米）
A24,-18.2175,58.833,-294.0187,A25,-6.1082,58.943,-294.4972,A32,-12.1119,67.231,-292.5295
A24,-18.2175,58.833,-294.0187,A31,-24.2041,67.067,-291.8157,A32,-12.1119,67.231,-292.5295
A25,-6.1082,58.943,-294.4972,A26,6.1082,58.943,-294.4972,A33,0,67.286,-292.7676
A25,-6.1082,58.943,-294.4972,A32,-12.1119,67.231,-292.5295,A33,0,67.286,-292.7676
A26,6.1082,58.943,-294.4972,A27,18.2175,58.833,-294.0187,A34,12.1119,67.231,-292.5295
A26,6.1082,58.943,-294.4972,A33,0,67.286,-292.7676,A34,12.1119,67.231,-292.5295
A27,18.2175,58.833,-294.0187,A28,30.3164,58.614,-293.0623,A35,24.2041,67.067,-291.8157
A27,18.2175,58.833,-294.0187,A34,12.1119,67.231,-292.5295,A35,24.2041,67.067,-291.8157
A28,30.3164,58.614,-293.0623,B22,42.3466,58.286,-291.633,A36,36.257,66.794,-290.6273
A28,30.3164,58.614,-293.0623,A35,24.2041,67.067,-291.8157,A36,36.257,66.794,-290.6273
B22,42.3466,58.286,-291.633,B23,46.3765,46.946,-293.0623,B30,52.3202,55.123,-290.6273
B22,42.3466,58.286,-291.633,A36,36.257,66.794,-290.6273,B29,48.2509,66.412,-288.9663
B22,42.3466,58.286,-291.633,B29,48.2509,66.412,-288.9663,B30,52.3202,55.123,-290.6273
B23,46.3765,46.946,-293.0623,B24,50.324,35.507,-294.0187,B31,56.3045,43.745,-291.8157
B23,46.3765,46.946,-293.0623,B30,52.3202,55.123,-290.6273,B31,56.3045,43.745,-291.8157
B24,50.324,35.507,-294.0187,B25,54.1705,24.024,-294.4972,B32,60.1972,32.295,-292.5295
B24,50.324,35.507,-294.0187,B31,56.3045,43.745,-291.8157,B32,60.1972,32.295,-292.5295
B25,54.1705,24.024,-294.4972,B26,57.9456,12.406,-294.4972,B33,63.9921,20.793,-292.7676
B25,54.1705,24.024,-294.4972,B32,60.1972,32.295,-292.5295,B33,63.9921,20.793,-292.7676
B26,57.9456,12.406,-294.4972,B27,61.583,0.855,-294.0187,B34,67.6828,9.257,-292.5295
B26,57.9456,12.406,-294.4972,B33,63.9921,20.793,-292.7676,B34,67.6828,9.257,-292.5295
B27,61.583,0.855,-294.0187,B28,65.1131,-10.72,-293.0623,B35,71.2635,-2.294,-291.8157
B27,61.583,0.855,-294.0187,B34,67.6828,9.257,-292.5295,B35,71.2635,-2.294,-291.8157
B28,65.1131,-10.72,-293.0623,C22,68.5183,-22.263,-291.633,B36,74.7283,-13.842,-290.6273
B28,65.1131,-10.72,-293.0623,B35,71.2635,-2.294,-291.8157,B36,74.7283,-13.842,-290.6273
C22,68.5183,-22.263,-291.633,C23,58.9787,-29.599,-293.0623,C30,68.5927,-32.725,-290.6273
C22,68.5183,-22.263,-291.633,B36,74.7283,-13.842,-290.6273,C29,78.0715,-25.367,-288.9663
C22,68.5183,-22.263,-291.633,C29,78.0715,-25.367,-288.9663,C30,68.5927,-32.725,-290.6273
C23,58.9787,-29.599,-293.0623,C24,49.3194,-36.889,-294.0187,C31,59.0022,-40.031,-291.8157
C23,58.9787,-29.599,-293.0623,C30,68.5927,-32.725,-290.6273,C31,59.0022,-40.031,-291.8157
C24,49.3194,-36.889,-294.0187,C25,39.5874,-44.095,-294.4972,C32,49.3159,-47.271,-292.5295
C24,49.3194,-36.889,-294.0187,C31,59.0022,-40.031,-291.8157,C32,49.3159,-47.271,-292.5295
C25,39.5874,-44.095,-294.4972,C26,29.7042,-51.276,-294.4972,C33,39.5493,-54.435,-292.7676
C25,39.5874,-44.095,-294.4972,C32,49.3159,-47.271,-292.5295,C33,39.5493,-54.435,-292.7676
C26,29.7042,-51.276,-294.4972,C27,19.8429,-58.304,-294.0187,C34,29.7184,-61.509,-292.5295
C26,29.7042,-51.276,-294.4972,C33,39.5493,-54.435,-292.7676,C34,29.7184,-61.509,-292.5295
C27,19.8429,-58.304,-294.0187,C28,9.9256,-65.238,-293.0623,C35,19.8391,-68.484,-291.8157
C27,19.8429,-58.304,-294.0187,C34,29.7184,-61.509,-292.5295,C35,19.8391,-68.484,-291.8157
C28,9.9256,-65.238,-293.0623,D22,0,-72.044,-291.633,C36,9.9276,-75.348,-290.6273
C28,9.9256,-65.238,-293.0623,C35,19.8391,-68.484,-291.8157,C36,9.9276,-75.348,-290.6273
D22,0,-72.044,-291.633,D23,-9.9256,-65.238,-293.0623,D30,-9.9276,-75.348,-290.6273
D22,0,-72.044,-291.633,C36,9.9276,-75.348,-290.6273,D29,0,-82.089,-288.9663
D22,0,-72.044,-291.633,D29,0,-82.089,-288.9663,D30,-9.9276,-75.348,-290.6273
D23,-9.9256,-65.238,-293.0623,D24,-19.8429,-58.304,-294.0187,D31,-19.8391,-68.484,-291.8157
D23,-9.9256,-65.238,-293.0623,D30,-9.9276,-75.348,-290.6273,D31,-19.8391,-68.484,-291.8157
D24,-19.8429,-58.304,-294.0187,D25,-29.7042,-51.276,-294.4972,D32,-29.7184,-61.509,-292.5295
D24,-19.8429,-58.304,-294.0187,D31,-19.8391,-68.484,-291.8157,D32,-29.7184,-61.509,-292.5295
D25,-29.7042,-51.276,-294.4972,D26,-39.5874,-44.095,-294.4972,D33,-39.5493,-54.435,-292.7676
D25,-29.7042,-51.276,-294.4972,D32,-29.7184,-61.509,-292.5295,D33,-39.5493,-54.435,-292.7676
D26,-39.5874,-44.095,-294.4972,D27,-49.3194,-36.889,-294.0187,D34,-49.3159,-47.271,-292.5295
D26,-39.5874,-44.095,-294.4972,D33,-39.5493,-54.435,-292.7676,D34,-49.3159,-47.271,-292.5295
D27,-49.3194,-36.889,-294.0187,D28,-58.9787,-29.599,-293.0623,D35,-59.0022,-40.031,-291.8157
D27,-49.3194,-36.889,-294.0187,D34,-49.3159,-47.271,-292.5295,D35,-59.0022,-40.031,-291.8157
D28,-58.9787,-29.599,-293.0623,E22,-68.5183,-22.263,-291.633,D36,-68.5927,-32.725,-290.6273
D28,-58.9787,-29.599,-293.0623,D35,-59.0022,-40.031,-291.8157,D36,-68.5927,-32.725,-290.6273
E22,-68.5183,-22.263,-291.633,E23,-65.1131,-10.72,-293.0623,E30,-74.7283,-13.842,-290.6273
E22,-68.5183,-22.263,-291.633,D36,-68.5927,-32.725,-290.6273,E29,-78.0715,-25.367,-288.9663
E22,-68.5183,-22.263,-291.633,E29,-78.0715,-25.367,-288.9663,E30,-74.7283,-13.842,-290.6273
E23,-65.1131,-10.72,-293.0623,E24,-61.583,0.855,-294.0187,E31,-71.2635,-2.294,-291.8157
E23,-65.1131,-10.72,-293.0623,E30,-74.7283,-13.842,-290.6273,E31,-71.2635,-2.294,-291.8157
E24,-61.583,0.855,-294.0187,E25,-57.9456,12.406,-294.4972,E32,-67.6828,9.257,-292.5295
E24,-61.583,0.855,-294.0187,E31,-71.2635,-2.294,-291.8157,E32,-67.6828,9.257,-292.5295
E25,-57.9456,12.406,-294.4972,E26,-54.1705,24.024,-294.4972,E33,-63.9921,20.793,-292.7676
E25,-57.9456,12.406,-294.4972,E32,-67.6828,9.257,-292.5295,E33,-63.9921,20.793,-292.7676
E26,-54.1705,24.024,-294.4972,E27,-50.324,35.507,-294.0187,E34,-60.1972,32.295,-292.5295
E26,-54.1705,24.024,-294.4972,E33,-63.9921,20.793,-292.7676,E34,-60.1972,32.295,-292.5295
E27,-50.324,35.507,-294.0187,E28,-46.3765,46.946,-293.0623,E35,-56.3045,43.745,-291.8157
E27,-50.324,35.507,-294.0187,E34,-60.1972,32.295,-292.5295,E35,-56.3045,43.745,-291.8157
E28,-46.3765,46.946,-293.0623,A22,-42.3466,58.286,-291.633,E36,-52.3202,55.123,-290.6273
E28,-46.3765,46.946,-293.0623,E35,-56.3045,43.745,-291.8157,E36,-52.3202,55.123,-290.6273
A22,-42.3466,58.286,-291.633,A30,-36.257,66.794,-290.6273,A29,-48.2509,66.412,-288.9663
A22,-42.3466,58.286,-291.633,E36,-52.3202,55.123,-290.6273,A29,-48.2509,66.412,-288.9663
A30,-36.257,66.794,-290.6273,A31,-24.2041,67.067,-291.8157,A39,-30.3251,75.648,-289.1332
A30,-36.257,66.794,-290.6273,A29,-48.2509,66.412,-288.9663,A38,-42.3557,75.319,-287.7034
A30,-36.257,66.794,-290.6273,A38,-42.3557,75.319,-287.7034,A39,-30.3251,75.648,-289.1332
A31,-24.2041,67.067,-291.8157,A32,-12.1119,67.231,-292.5295,A40,-18.2235,75.868,-290.0899
A31,-24.2041,67.067,-291.8157,A39,-30.3251,75.648,-289.1332,A40,-18.2235,75.868,-290.0899
A32,-12.1119,67.231,-292.5295,A33,0,67.286,-292.7676,A41,-6.1137,75.978,-290.5687
A32,-12.1119,67.231,-292.5295,A40,-18.2235,75.868,-290.0899,A41,-6.1137,75.978,-290.5687
A33,0,67.286,-292.7676,A34,12.1119,67.231,-292.5295,A42,6.1137,75.978,-290.5687
A33,0,67.286,-292.7676,A41,-6.1137,75.978,-290.5687,A42,6.1137,75.978,-290.5687
A34,12.1119,67.231,-292.5295,A35,24.2041,67.067,-291.8157,A43,18.2235,75.868,-290.0899
A34,12.1119,67.231,-292.5295,A42,6.1137,75.978,-290.5687,A43,18.2235,75.868,-290.0899
A35,24.2041,67.067,-291.8157,A36,36.257,66.794,-290.6273,A44,30.3251,75.648,-289.1332
A35,24.2041,67.067,-291.8157,A43,18.2235,75.868,-290.0899,A44,30.3251,75.648,-289.1332
A36,36.257,66.794,-290.6273,B29,48.2509,66.412,-288.9663,A45,42.3557,75.319,-287.7034
A36,36.257,66.794,-290.6273,A44,30.3251,75.648,-289.1332,A45,42.3557,75.319,-287.7034
B29,48.2509,66.412,-288.9663,B30,52.3202,55.123,-290.6273,B38,58.5437,63.558,-287.7034
B29,48.2509,66.412,-288.9663,A45,42.3557,75.319,-287.7034,B37,54.0974,74.459,-285.9538
B29,48.2509,66.412,-288.9663,B37,54.0974,74.459,-285.9538,B38,58.5437,63.558,-287.7034
B30,52.3202,55.123,-290.6273,B31,56.3045,43.745,-291.8157,B39,62.5741,52.218,-289.1332
B30,52.3202,55.123,-290.6273,B38,58.5437,63.558,-287.7034,B39,62.5741,52.218,-289.1332
B31,56.3045,43.745,-291.8157,B32,60.1972,32.295,-292.5295,B40,66.5231,40.776,-290.0899
B31,56.3045,43.745,-291.8157,B39,62.5741,52.218,-289.1332,B40,66.5231,40.776,-290.0899
B32,60.1972,32.295,-292.5295,B33,63.9921,20.793,-292.7676,B41,70.3699,29.293,-290.5687
B32,60.1972,32.295,-292.5295,B40,66.5231,40.776,-290.0899,B41,70.3699,29.293,-290.5687
B33,63.9921,20.793,-292.7676,B34,67.6828,9.257,-292.5295,B42,74.1484,17.664,-290.5687
B33,63.9921,20.793,-292.7676,B41,70.3699,29.293,-290.5687,B42,74.1484,17.664,-290.5687
B34,67.6828,9.257,-292.5295,B35,71.2635,-2.294,-291.8157,B43,77.7858,6.113,-290.0899
B34,67.6828,9.257,-292.5295,B42,74.1484,17.664,-290.5687,B43,77.7858,6.113,-290.0899
B35,71.2635,-2.294,-291.8157,B36,74.7283,-13.842,-290.6273,B44,81.316,-5.464,-289.1332
B35,71.2635,-2.294,-291.8157,B43,77.7858,6.113,-290.0899,B44,81.316,-5.464,-289.1332
B36,74.7283,-13.842,-290.6273,C29,78.0715,-25.367,-288.9663,B45,84.721,-17.008,-287.7034
B36,74.7283,-13.842,-290.6273,B44,81.316,-5.464,-289.1332,B45,84.721,-17.008,-287.7034
C29,78.0715,-25.367,-288.9663,C30,68.5927,-32.725,-290.6273,C38,78.5377,-36.038,-287.7034
C29,78.0715,-25.367,-288.9663,B45,84.721,-17.008,-287.7034,C37,87.5314,-28.44,-285.9538
C29,78.0715,-25.367,-288.9663,C37,87.5314,-28.44,-285.9538,C38,78.5377,-36.038,-287.7034
C30,68.5927,-32.725,-290.6273,C31,59.0022,-40.031,-291.8157,C39,68.998,-43.375,-289.1332
C30,68.5927,-32.725,-290.6273,C38,78.5377,-36.038,-287.7034,C39,68.998,-43.375,-289.1332
C31,59.0022,-40.031,-291.8157,C32,49.3159,-47.271,-292.5295,C40,59.337,-50.666,-290.0899
C31,59.0022,-40.031,-291.8157,C39,68.998,-43.375,-289.1332,C40,59.337,-50.666,-290.0899
C32,49.3159,-47.271,-292.5295,C33,39.5493,-54.435,-292.7676,C41,49.6047,-57.873,-290.5687
C32,49.3159,-47.271,-292.5295,C40,59.337,-50.666,-290.0899,C41,49.6047,-57.873,-290.5687
C33,39.5493,-54.435,-292.7676,C34,29.7184,-61.509,-292.5295,C42,39.7125,-65.06,-290.5687
C33,39.5493,-54.435,-292.7676,C41,49.6047,-57.873,-290.5687,C42,39.7125,-65.06,-290.5687
C34,29.7184,-61.509,-292.5295,C35,19.8391,-68.484,-291.8157,C43,29.8508,-72.089,-290.0899
C34,29.7184,-61.509,-292.5295,C42,39.7125,-65.06,-290.5687,C43,29.8508,-72.089,-290.0899
C35,19.8391,-68.484,-291.8157,C36,9.9276,-75.348,-290.6273,C44,19.931,-79.024,-289.1332
C35,19.8391,-68.484,-291.8157,C43,29.8508,-72.089,-290.0899,C44,19.931,-79.024,-289.1332
C36,9.9276,-75.348,-290.6273,D29,0,-82.089,-288.9663,C45,10.0048,-85.83,-287.7034
C36,9.9276,-75.348,-290.6273,C44,19.931,-79.024,-289.1332,C45,10.0048,-85.83,-287.7034
D29,0,-82.089,-288.9663,D30,-9.9276,-75.348,-290.6273,D38,-10.0048,-85.83,-287.7034
D29,0,-82.089,-288.9663,C45,10.0048,-85.83,-287.7034,D37,0,-92.036,-285.9538
D29,0,-82.089,-288.9663,D37,0,-92.036,-285.9538,D38,-10.0048,-85.83,-287.7034
D30,-9.9276,-75.348,-290.6273,D31,-19.8391,-68.484,-291.8157,D39,-19.931,-79.024,-289.1332
D30,-9.9276,-75.348,-290.6273,D38,-10.0048,-85.83,-287.7034,D39,-19.931,-79.024,-289.1332
D31,-19.8391,-68.484,-291.8157,D32,-29.7184,-61.509,-292.5295,D40,-29.8508,-72.089,-290.0899
D31,-19.8391,-68.484,-291.8157,D39,-19.931,-79.024,-289.1332,D40,-29.8508,-72.089,-290.0899
D32,-29.7184,-61.509,-292.5295,D33,-39.5493,-54.435,-292.7676,D41,-39.7125,-65.06,-290.5687
D32,-29.7184,-61.509,-292.5295,D40,-29.8508,-72.089,-290.0899,D41,-39.7125,-65.06,-290.5687
D33,-39.5493,-54.435,-292.7676,D34,-49.3159,-47.271,-292.5295,D42,-49.6047,-57.873,-290.5687
D33,-39.5493,-54.435,-292.7676,D41,-39.7125,-65.06,-290.5687,D42,-49.6047,-57.873,-290.5687
D34,-49.3159,-47.271,-292.5295,D35,-59.0022,-40.031,-291.8157,D43,-59.337,-50.666,-290.0899
D34,-49.3159,-47.271,-292.5295,D42,-49.6047,-57.873,-290.5687,D43,-59.337,-50.666,-290.0899
D35,-59.0022,-40.031,-291.8157,D36,-68.5927,-32.725,-290.6273,D44,-68.998,-43.375,-289.1332
D35,-59.0022,-40.031,-291.8157,D43,-59.337,-50.666,-290.0899,D44,-68.998,-43.375,-289.1332
D36,-68.5927,-32.725,-290.6273,E29,-78.0715,-25.367,-288.9663,D45,-78.5377,-36.038,-287.7034
D36,-68.5927,-32.725,-290.6273,D44,-68.998,-43.375,-289.1332,D45,-78.5377,-36.038,-287.7034
E29,-78.0715,-25.367,-288.9663,E30,-74.7283,-13.842,-290.6273,E38,-84.721,-17.008,-287.7034
E29,-78.0715,-25.367,-288.9663,D45,-78.5377,-36.038,-287.7034,E37,-87.5314,-28.44,-285.9538
E29,-78.0715,-25.367,-288.9663,E37,-87.5314,-28.44,-285.9538,E38,-84.721,-17.008,-287.7034
E30,-74.7283,-13.842,-290.6273,E31,-71.2635,-2.294,-291.8157,E39,-81.316,-5.464,-289.1332
E30,-74.7283,-13.842,-290.6273,E38,-84.721,-17.008,-287.7034,E39,-81.316,-5.464,-289.1332
E31,-71.2635,-2.294,-291.8157,E32,-67.6828,9.257,-292.5295,E40,-77.7858,6.113,-290.0899
E31,-71.2635,-2.294,-291.8157,E39,-81.316,-5.464,-289.1332,E40,-77.7858,6.113,-290.0899
E32,-67.6828,9.257,-292.5295,E33,-63.9921,20.793,-292.7676,E41,-74.1484,17.664,-290.5687
E32,-67.6828,9.257,-292.5295,E40,-77.7858,6.113,-290.0899,E41,-74.1484,17.664,-290.5687
E33,-63.9921,20.793,-292.7676,E34,-60.1972,32.295,-292.5295,E42,-70.3699,29.293,-290.5687
E33,-63.9921,20.793,-292.7676,E41,-74.1484,17.664,-290.5687,E42,-70.3699,29.293,-290.5687
E34,-60.1972,32.295,-292.5295,E35,-56.3045,43.745,-291.8157,E43,-66.5231,40.776,-290.0899
E34,-60.1972,32.295,-292.5295,E42,-70.3699,29.293,-290.5687,E43,-66.5231,40.776,-290.0899
E35,-56.3045,43.745,-291.8157,E36,-52.3202,55.123,-290.6273,E44,-62.5741,52.218,-289.1332
E35,-56.3045,43.745,-291.8157,E43,-66.5231,40.776,-290.0899,E44,-62.5741,52.218,-289.1332
E36,-52.3202,55.123,-290.6273,A29,-48.2509,66.412,-288.9663,E45,-58.5437,63.558,-287.7034
E36,-52.3202,55.123,-290.6273,E44,-62.5741,52.218,-289.1332,E45,-58.5437,63.558,-287.7034
A29,-48.2509,66.412,-288.9663,A38,-42.3557,75.319,-287.7034,A37,-54.0974,74.459,-285.9538
A29,-48.2509,66.412,-288.9663,E45,-58.5437,63.558,-287.7034,A37,-54.0974,74.459,-285.9538
A38,-42.3557,75.319,-287.7034,A39,-30.3251,75.648,-289.1332,A48,-36.4062,84.13,-286.0717
A38,-42.3557,75.319,-287.7034,A37,-54.0974,74.459,-285.9538,A47,-48.1805,83.339,-284.5585
A38,-42.3557,75.319,-287.7034,A47,-48.1805,83.339,-284.5585,A48,-36.4062,84.13,-286.0717
A39,-30.3251,75.648,-289.1332,A40,-18.2235,75.868,-290.0899,A49,-24.3327,84.42,-287.2656
A39,-30.3251,75.648,-289.1332,A48,-36.4062,84.13,-286.0717,A49,-24.3327,84.42,-287.2656
A40,-18.2235,75.868,-290.0899,A41,-6.1137,75.978,-290.5687,A50,-12.2194,84.572,-287.9906
A40,-18.2235,75.868,-290.0899,A49,-24.3327,84.42,-287.2656,A50,-12.2194,84.572,-287.9906
A41,-6.1137,75.978,-290.5687,A42,6.1137,75.978,-290.5687,A51,0,84.642,-288.2291
A41,-6.1137,75.978,-290.5687,A50,-12.2194,84.572,-287.9906,A51,0,84.642,-288.2291
A42,6.1137,75.978,-290.5687,A43,18.2235,75.868,-290.0899,A52,12.2194,84.572,-287.9906
A42,6.1137,75.978,-290.5687,A51,0,84.642,-288.2291,A52,12.2194,84.572,-287.9906
A43,18.2235,75.868,-290.0899,A44,30.3251,75.648,-289.1332,A53,24.3327,84.42,-287.2656
A43,18.2235,75.868,-290.0899,A52,12.2194,84.572,-287.9906,A53,24.3327,84.42,-287.2656
A44,30.3251,75.648,-289.1332,A45,42.3557,75.319,-287.7034,A54,36.4063,84.13,-286.0717
A44,30.3251,75.648,-289.1332,A53,24.3327,84.42,-287.2656,A54,36.4063,84.13,-286.0717
A45,42.3557,75.319,-287.7034,B37,54.0974,74.459,-285.9538,A55,48.1805,83.339,-284.5585
A45,42.3557,75.319,-287.7034,A54,36.4063,84.13,-286.0717,A55,48.1805,83.339,-284.5585
B37,54.0974,74.459,-285.9538,B38,58.5437,63.558,-287.7034,B47,64.3708,71.576,-284.5585
B37,54.0974,74.459,-285.9538,A55,48.1805,83.339,-284.5585,B46,59.8791,82.417,-282.599
B37,54.0974,74.459,-285.9538,B46,59.8791,82.417,-282.599,B47,64.3708,71.576,-284.5585
B38,58.5437,63.558,-287.7034,B39,62.5741,52.218,-289.1332,B48,68.7616,60.622,-286.0717
B38,58.5437,63.558,-287.7034,B47,64.3708,71.576,-284.5585,B48,68.7616,60.622,-286.0717
B39,62.5741,52.218,-289.1332,B40,66.5231,40.776,-290.0899,B49,72.7681,49.229,-287.2656
B39,62.5741,52.218,-289.1332,B48,68.7616,60.622,-286.0717,B49,72.7681,49.229,-287.2656
B40,66.5231,40.776,-290.0899,B41,70.3699,29.293,-290.5687,B50,76.6559,37.756,-287.9906
B40,66.5231,40.776,-290.0899,B49,72.7681,49.229,-287.2656,B50,76.6559,37.756,-287.9906
B41,70.3699,29.293,-290.5687,B42,74.1484,17.664,-290.5687,B51,80.4986,26.156,-288.2291
B41,70.3699,29.293,-290.5687,B50,76.6559,37.756,-287.9906,B51,80.4986,26.156,-288.2291
B42,74.1484,17.664,-290.5687,B43,77.7858,6.113,-290.0899,B52,84.2079,14.513,-287.9906
B42,74.1484,17.664,-290.5687,B51,80.4986,26.156,-288.2291,B52,84.2079,14.513,-287.9906
B43,77.7858,6.113,-290.0899,B44,81.316,-5.464,-289.1332,B53,87.8066,2.946,-287.2656
B43,77.7858,6.113,-290.0899,B52,84.2079,14.513,-287.9906,B53,87.8066,2.946,-287.2656
B44,81.316,-5.464,-289.1332,B45,84.721,-17.008,-287.7034,B54,91.2619,-8.627,-286.0717
B44,81.316,-5.464,-289.1332,B53,87.8066,2.946,-287.2656,B54,91.2619,-8.627,-286.0717
B45,84.721,-17.008,-287.7034,C37,87.5314,-28.44,-285.9538,B55,94.148,-20.069,-284.5585
B45,84.721,-17.008,-287.7034,B54,91.2619,-8.627,-286.0717,B55,94.148,-20.069,-284.5585
C37,87.5314,-28.44,-285.9538,C38,78.5377,-36.038,-287.7034,C47,87.9638,-39.102,-284.5585
C37,87.5314,-28.44,-285.9538,B55,94.148,-20.069,-284.5585,C46,96.8864,-31.48,-282.599
C37,87.5314,-28.44,-285.9538,C46,96.8864,-31.48,-282.599,C47,87.9638,-39.102,-284.5585
C38,78.5377,-36.038,-287.7034,C39,68.998,-43.375,-289.1332,C48,78.9032,-46.663,-286.0717
C38,78.5377,-36.038,-287.7034,C47,87.9638,-39.102,-284.5585,C48,78.9032,-46.663,-286.0717
C39,68.998,-43.375,-289.1332,C40,59.337,-50.666,-290.0899,C49,69.3059,-53.994,-287.2656
C39,68.998,-43.375,-289.1332,C48,78.9032,-46.663,-286.0717,C49,69.3059,-53.994,-287.2656
C40,59.337,-50.666,-290.0899,C41,49.6047,-57.873,-290.5687,C50,59.5954,-61.237,-287.9906
C40,59.337,-50.666,-290.0899,C49,69.3059,-53.994,-287.2656,C50,59.5954,-61.237,-287.9906
C41,49.6047,-57.873,-290.5687,C42,39.7125,-65.06,-290.5687,C51,49.7509,-68.476,-288.2291
C41,49.6047,-57.873,-290.5687,C50,59.5954,-61.237,-287.9906,C51,49.7509,-68.476,-288.2291
C42,39.7125,-65.06,-290.5687,C43,29.8508,-72.089,-290.0899,C52,39.824,-75.601,-287.9906
C42,39.7125,-65.06,-290.5687,C51,49.7509,-68.476,-288.2291,C52,39.824,-75.601,-287.9906
C43,29.8508,-72.089,-290.0899,C44,19.931,-79.024,-289.1332,C53,29.9348,-82.598,-287.2656
C43,29.8508,-72.089,-290.0899,C52,39.824,-75.601,-287.9906,C53,29.9348,-82.598,-287.2656
C44,19.931,-79.024,-289.1332,C45,10.0048,-85.83,-287.7034,C54,19.9967,-89.461,-286.0717
C44,19.931,-79.024,-289.1332,C53,29.9348,-82.598,-287.2656,C54,19.9967,-89.461,-286.0717
C45,10.0048,-85.83,-287.7034,D37,0,-92.036,-285.9538,C55,10.0062,-95.741,-284.5585
C45,10.0048,-85.83,-287.7034,C54,19.9967,-89.461,-286.0717,C55,10.0062,-95.741,-284.5585
D37,0,-92.036,-285.9538,D38,-10.0048,-85.83,-287.7034,D47,-10.0062,-95.741,-284.5585
D37,0,-92.036,-285.9538,C55,10.0062,-95.741,-284.5585,D46,0,-101.872,-282.599
D37,0,-92.036,-285.9538,D46,0,-101.872,-282.599,D47,-10.0062,-95.741,-284.5585
D38,-10.0048,-85.83,-287.7034,D39,-19.931,-79.024,-289.1332,D48,-19.9967,-89.461,-286.0717
D38,-10.0048,-85.83,-287.7034,D47,-10.0062,-95.741,-284.5585,D48,-19.9967,-89.461,-286.0717
D39,-19.931,-79.024,-289.1332,D40,-29.8508,-72.089,-290.0899,D49,-29.9348,-82.598,-287.2656
D39,-19.931,-79.024,-289.1332,D48,-19.9967,-89.461,-286.0717,D49,-29.9348,-82.598,-287.2656
D40,-29.8508,-72.089,-290.0899,D41,-39.7125,-65.06,-290.5687,D50,-39.824,-75.601,-287.9906
D40,-29.8508,-72.089,-290.0899,D49,-29.9348,-82.598,-287.2656,D50,-39.824,-75.601,-287.9906
D41,-39.7125,-65.06,-290.5687,D42,-49.6047,-57.873,-290.5687,D51,-49.7509,-68.476,-288.2291
D41,-39.7125,-65.06,-290.5687,D50,-39.824,-75.601,-287.9906,D51,-49.7509,-68.476,-288.2291
D42,-49.6047,-57.873,-290.5687,D43,-59.337,-50.666,-290.0899,D52,-59.5954,-61.237,-287.9906
D42,-49.6047,-57.873,-290.5687,D51,-49.7509,-68.476,-288.2291,D52,-59.5954,-61.237,-287.9906
D43,-59.337,-50.666,-290.0899,D44,-68.998,-43.375,-289.1332,D53,-69.3059,-53.994,-287.2656
D43,-59.337,-50.666,-290.0899,D52,-59.5954,-61.237,-287.9906,D53,-69.3059,-53.994,-287.2656
D44,-68.998,-43.375,-289.1332,D45,-78.5377,-36.038,-287.7034,D54,-78.9032,-46.663,-286.0717
D44,-68.998,-43.375,-289.1332,D53,-69.3059,-53.994,-287.2656,D54,-78.9032,-46.663,-286.0717
D45,-78.5377,-36.038,-287.7034,E37,-87.5314,-28.44,-285.9538,D55,-87.9638,-39.102,-284.5585
D45,-78.5377,-36.038,-287.7034,D54,-78.9032,-46.663,-286.0717,D55,-87.9638,-39.102,-284.5585
E37,-87.5314,-28.44,-285.9538,E38,-84.721,-17.008,-287.7034,E47,-94.148,-20.069,-284.5585
E37,-87.5314,-28.44,-285.9538,D55,-87.9638,-39.102,-284.5585,E46,-96.8864,-31.48,-282.599
E37,-87.5314,-28.44,-285.9538,E46,-96.8864,-31.48,-282.599,E47,-94.148,-20.069,-284.5585
E38,-84.721,-17.008,-287.7034,E39,-81.316,-5.464,-289.1332,E48,-91.2619,-8.627,-286.0717
E38,-84.721,-17.008,-287.7034,E47,-94.148,-20.069,-284.5585,E48,-91.2619,-8.627,-286.0717
E39,-81.316,-5.464,-289.1332,E40,-77.7858,6.113,-290.0899,E49,-87.8066,2.946,-287.2656
E39,-81.316,-5.464,-289.1332,E48,-91.2619,-8.627,-286.0717,E49,-87.8066,2.946,-287.2656
E40,-77.7858,6.113,-290.0899,E41,-74.1484,17.664,-290.5687,E50,-84.2079,14.513,-287.9906
E40,-77.7858,6.113,-290.0899,E49,-87.8066,2.946,-287.2656,E50,-84.2079,14.513,-287.9906
E41,-74.1484,17.664,-290.5687,E42,-70.3699,29.293,-290.5687,E51,-80.4986,26.156,-288.2291
E41,-74.1484,17.664,-290.5687,E50,-84.2079,14.513,-287.9906,E51,-80.4986,26.156,-288.2291
E42,-70.3699,29.293,-290.5687,E43,-66.5231,40.776,-290.0899,E52,-76.6559,37.756,-287.9906
E42,-70.3699,29.293,-290.5687,E51,-80.4986,26.156,-288.2291,E52,-76.6559,37.756,-287.9906
E43,-66.5231,40.776,-290.0899,E44,-62.5741,52.218,-289.1332,E53,-72.7681,49.229,-287.2656
E43,-66.5231,40.776,-290.0899,E52,-76.6559,37.756,-287.9906,E53,-72.7681,49.229,-287.2656
E44,-62.5741,52.218,-289.1332,E45,-58.5437,63.558,-287.7034,E54,-68.7616,60.622,-286.0717
